Source,Dimension,SWOT,Text,Code,DocSources
Academic Lit,Stakeholder Coordination,Strengths,"[Cross-Sector Consultation] A consultation process across government, donors, and the private sector is a key enabler of agricultural transformation.",Cross-Sector Consultation,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf
Academic Lit,Stakeholder Coordination,Strengths,"[Improved Consultation] In Ethiopia, the Agricultural Transformation Agency (ATA) improved the consultation process across government, donors, and the private sector.",Cross-Sector Consultation,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf
Academic Lit,Stakeholder Coordination,Weakness,"[Stakeholder Misalignment] Key stakeholders at the national level (including leaders from different ministries, the private sector, and civil society) often fail to align priorities in a detailed way. There is also a vertical misalignment of different layers of government (national, state, and local), which can put the progress of transformations at risk.",Stakeholder Misalignment,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf
Academic Lit,Stakeholder Coordination,Opportunity,"[Government Collaboration] Green niche actors view working with the government, particularly the agricultural extension system, as one of the main opportunities for having a sustained impact across scales.",Government Commitment,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf
Academic Lit,Stakeholder Coordination,Opportunity,"[Donor Influence] The donor community has a certain influence through its financial power and technical advice, and is strongly involved in policy-making.",Donor Influence,Boettiger et al 2017.pdf; Jaernberg et al 2018.pdf
Academic Lit,Analytics,Strengths,"[Performance Tracking] For transformation to occur, performance tracking must exist for a country's agricultural strategy, with consequences for unmet targets.",Performance Tracking,Boettiger et al 2017.pdf; Diriba 2018.pdf
Academic Lit,Analytics,Strengths,[Enhanced Tracking] The Agricultural Transformation Agency (ATA) in Ethiopia created ongoing capacity for performance tracking of the country’s agricultural strategy.,Performance Tracking,Boettiger et al 2017.pdf; Diriba 2018.pdf
Academic Lit,Analytics,Strengths,[Evidence-Based Policy] The ability to make evidence-based policy requires good agriculture sector data.,Evidence-Based Policy,Boettiger et al 2017.pdf; Diriba 2018.pdf
Academic Lit,Analytics,Strengths,"[Adaptation Willingness] Subsequent development plans in Ethiopia acknowledged shortcomings/challenges of prior plans, indicating a willingness to adapt strategy based on evidence.",Adaptation Willingness,Boettiger et al 2017.pdf; Diriba 2018.pdf
Academic Lit,Analytics,Weakness,[Poor Analytics Access] Leaders often lacked access to good analytics.,Poor Analytics Access,Boettiger et al 2017.pdf; Diriba 2018.pdf
Academic Lit,Analytics,Weakness,"[Tracking Challenges] Ethiopia's Welfare Monitoring System, in place since the mid-1990s, faced implementation challenges for several decades.",Tracking Challenges,Boettiger et al 2017.pdf; Diriba 2018.pdf
Academic Lit,Analytics,Opportunity,[Knowledge & Skills Access] Accessing the knowledge and skills embodied in technologies and management practices is a systemic trigger for transformation.,Knowledge & Skills Access,Boettiger et al 2017.pdf; Diriba 2018.pdf
Academic Lit,Analytics,Opportunity,[Online Learning] The traditional extension system needs to be complemented or even replaced by online learning and private sector agricultural extension services.,Online Learning,Boettiger et al 2017.pdf; Diriba 2018.pdf
Academic Lit,Analytics,Opportunity,"[Big Data Application] Consideration should be given to rolling out the application of Internet and big data to allow for accurate estimates of demand for agricultural inputs, spatially and temporally.",Big Data Application,Boettiger et al 2017.pdf; Diriba 2018.pdf
Academic Lit,Analytics,Opportunity,"[Homegrown Research] The transformation agenda must be supported by homegrown and Ethiopia-specific scholarly researches focusing on transformation processes, triggers, and indicators.",Homegrown Research,Boettiger et al 2017.pdf; Diriba 2018.pdf
Academic Lit,Political-Managerial Balance,Strengths,[Head of State Priority] Agricultural transformation being a high priority of the head of state and other top leaders is essential for true change to occur.,Head of State Priority,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Political-Managerial Balance,Strengths,"[High Political Priority] In Ethiopia, the goals of agricultural transformation were already a high priority for the government in 2000, shifting to high performance by 2005. Leadership could refocus on ADLI after the war, and the subsequent Prime Minister continued emphasis on agriculture.",High Political Priority,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Political-Managerial Balance,Strengths,[Policy Flexibility] A government's ability to modify its strategies and implementation approach as an agricultural transformation moves ahead is a critical essential enabler.,Policy Flexibility,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Political-Managerial Balance,Strengths,"[Evidence-Based Policy Making] Transformation relies on decision-makers being open to external policy expertise to shape strategy (especially subsidies, tariffs, land, and irrigation) based on evidence.",Evidence-Based Policy,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Political-Managerial Balance,Weakness,"[Low Leadership Support] One commonly absent component of transformation readiness relates to low support for transformation leadership, with leaders often lacking transformation training, access to good analytics, and a mentor network for support and practical advice.",Low Leadership Support,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Political-Managerial Balance,Threat,[Political Turnover] Political turnover is an external risk that could undermine ATx models.,Political Turnover,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Political-Managerial Balance,Threat,[Competing Agendas] Competing agendas are external risks that could undermine ATx models.,Competing Agendas,Boettiger et al 2017.pdf; Minot el al 2022.pdf
Academic Lit,Sustainability & Resilience,Strengths,[Environmental Sustainability] Early and extensive work on environmental sustainability is identified as a systemic trigger for agricultural and rural transformation. Urgent action is needed to prevent irreversible environmental deterioration from soil and vegetation destruction.,Environmental Sustainability,Boettiger et al 2017.pdf; Diriba 2018.pdf; Jaernberg et al 2018.pdf
Academic Lit,Sustainability & Resilience,Strengths,"[Diversified Seed Sources] Seed Producer Cooperatives (SPCs) and community seed banks have contributed to the diversification of the country's seed systems regarding farmers’ choice of crops, varieties, and seed sources.",Diversified Seed Sources,Boettiger et al 2017.pdf; Diriba 2018.pdf; Jaernberg et al 2018.pdf
Academic Lit,Sustainability & Resilience,Weakness,[Hard-to-Measure Shifts] Sustainability depends on hard-to-measure shifts in political commitment and institutional innovation.,Hard-to-Measure Shifts,Boettiger et al 2017.pdf; Diriba 2018.pdf; Jaernberg et al 2018.pdf
Academic Lit,Sustainability & Resilience,Weakness,"[Long-Term Challenges] Ethiopia likely faces some long-term challenges to maintain momentum in later stages of agricultural transformation, requiring continued investment in expensive projects such as rural electrification and roads, and increased private sector engagement.",Long-Term Challenges,Boettiger et al 2017.pdf; Diriba 2018.pdf; Jaernberg et al 2018.pdf
Academic Lit,Sustainability & Resilience,Weakness,"[Endowment Gaps] The framework for transformation readiness is not comprehensive and notably omits critical determinants like land rights, access to markets, and agroecological endowments, which require longer time and significant additional resources to change. Management of population growth and government approach to family planning are also critical omitted factors.",Endowment Gaps,Boettiger et al 2017.pdf; Diriba 2018.pdf; Jaernberg et al 2018.pdf
Academic Lit,Sustainability & Resilience,Threat,[Climate Shocks] Climate shocks are external risks or pressures that could undermine the ATx model’s functioning or objectives.,Climate Shocks,Boettiger et al 2017.pdf; Diriba 2018.pdf; Jaernberg et al 2018.pdf
Academic Lit,Catalytic Impact,Strengths,"[Poverty Reduction Catalyst] Agricultural transformation lies at the core of poverty reduction, food security, and improved nutrition. Countries that have moved toward middle-income status have been initially driven by the transformation of their agriculture sector.",Poverty Reduction,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Strengths,"[Large Economic Impact] In India, addressing key agriculture sector constraints could create an increase in agricultural output of $175 billion and an 85% average increase in farmers’ incomes by 2025.",Economy-Wide Impact,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Strengths,[Rural Economic Growth] Successful agricultural transformations can rapidly reduce poverty because they create powerful engines of rural economic growth.,Rural Economic Growth,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Strengths,"[Productivity & Market Demand] The dynamics of an agricultural transformation start with increasing rural household income, higher productivity on farms, and greater demand in local markets.",Productivity & Market Demand,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Strengths,"[Ethiopia Success Story] Ethiopia’s path through the first stages of a national agricultural transformation is a sub-Saharan African success story, with many countries looking to the Ethiopian example for lessons. Ethiopia showed solid signs of agricultural transformation, including increased agricultural productivity and poverty reduction, between 2000 and 2015.",Ethiopia Success Story,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Strengths,"[Enhanced Policy Impact] Ethiopia’s government made critical institutional, organizational, and political changes that increased the impact of its early-stage agricultural transformation policies and investments. The ATA enabled a clearer and more effective process to align central and local agricultural strategies, created ongoing capacity for performance tracking, improved consultation, and increased ministerial coordination capacity.",Enhanced Policy Impact,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Weakness,"[Stalled Transformation] Many countries remain stalled in their journey toward agricultural transformation. Despite national efforts, the number of poor and food-insecure people in Ethiopia remains very high, with an estimated 25 million at the threshold of survival. The numbers of people on emergency and safety net program assistance have been consistently increasing. Ethiopia's import of cereals, edible oil, and lint cotton continues to rise dramatically, costing over a billion dollars every year, despite these products potentially being homegrown.",Stalled Transformation,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Weakness,"[Growth Without Transformation] Ethiopia has registered rapid, broad-based, and inclusive economic growth (averaging 10% per annum) and a substantial decline in monetary poverty. However, the multi-dimensional poverty index remains very high (83.5%). The government self-assessment admitted ""limitation in terms of structural change"" and that ""there had been no structural change at all"". Increases in output growth have often been due to area expansion rather than yield increase per unit area.",Stalled Transformation,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Weakness,"[Uneven Gains] Accelerated transformation has occurred at the national level but with uneven gains along ethnic/geographic lines. There are growing divisions and inequalities between the rich and the poor, those with and without land access, different generations, genders, and between well-connected and less well-connected communities.",Uneven Gains,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Weakness,[Traditional System Acceptance] Ethiopia seems to have accepted its traditional system of agricultural production as the best available.,Traditional System Acceptance,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Weakness,[Limited Scale for Smallholders] Increase in crop productivity is certainly necessary but insufficient to produce all-inclusive agricultural transformation.,Limited Scale for Smallholders,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Opportunity,"[Productivity Increase Potential] Ethiopia has the potential to substantially increase pulse crop yields, even doubling current yields. The livestock sector also has huge potential to transform into an economic engine for households and the nation.",Increased Productivity and Income,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Opportunity,"[Mechanization Imperative] Replacing the ox-plow and manual agricultural production practices with mechanized systems is the ""sine qua non"" of agricultural transformation.",Mechanization Services Rollout,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Opportunity,"[High Value Crops] Commercial crops generate higher returns per hectare than staple food crops, which can drive income and welfare improvement.",High Value Crops,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
Academic Lit,Catalytic Impact,Threat,"[High Imports] Ethiopia's import of cereals, edible oil, and lint cotton continues to rise dramatically, costing over a billion dollars every year.",High Imports,Boettiger et al 2017.pdf; Diriba 2018.pdf; Minot el al 2022.pdf
KII FGD,Governance,Strengths,"[Unique Setup] ATI's unique setup, including the ability to conduct studies and lead implementation of large-scale projects, has been crucial.",Unique Setup,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
KII FGD,Governance,Strengths,[Autonomy from Government] Moving to large programs like ACC provided ATI with a degree of autonomy from the government due to its own budget.,Autonomy from Government,"""ATx study Interview (Bristlepine & ATI Director Rodrigues) - 2025/06/02 07:55 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & ATO Director Missokia) - 2025/06/03 06:49 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Dr Mengistu/BMGF) - 2025/06/03 08:57 EDT - Notes by Gemini""; ""ATx study Interview (Bristlepine & Safia) - 2025/05/22 07:59 EDT - Notes by Gemini""; ""ATx study interview (Bristlepine & WFP ETH) - 2025/06/02 06:58 EDT - Notes by Gemini""; ""Focus Group Discussion on Ethiopia ATI - 2025/06/11 06:28 EDT - Notes by Gemini"""
